image,generated_caption
1873155511.jpg,a man is giving a little boy a high five in front of a barber shop.
18835207.jpg,a blond woman is sitting on a bench reading a magazine.
189233427.jpg,a woman is standing next to a blue machine and a man is talking to her.
189400451.jpg,a crowd of people walking around a city.
1895768965.jpg,a dog running through the leaves.
190965502.jpg,a group of people lay out in the sun on a beach.
191592626.jpg,a man is rock climbing.
1925066432.jpg,a woman in a library is flipping through a book.
1931690777.jpg,four boys jumping into a pool.
1935109593.jpg,a man in a white suit is playing a keyboard on stage.
1936215201.jpg,a young boy in a gray jacket is holding a blue ball.
19366040.jpg,a group of people are sitting outside a shop window.
1937816088.jpg,a man is giving a presentation to a room full of people.
194498965.jpg,three people are sitting at a table with a laptop.
1945250762.jpg,a boy in a black shirt and blue jeans is holding a gray rag.
19469520.jpg,a group of cyclists are standing around in a circle.
194703038.jpg,a group of people are building a house.
194705585.jpg,construction workers are working on a roof.
1947351225.jpg,a boy in a red shirt is holding a toy and is surrounded by a group of children.
194827953.jpg,a man in a blue hat and striped shorts is working on a boat.
195038634.jpg,a man in a brown shirt is playing a guitar and singing into a microphone.
1957701886.jpg,a woman in a dress walks a small dog on a leash.
1962729184.jpg,a group of children are standing in front of a gate.
196523254.jpg,a man in a hard hat is operating a bulldozer.
197025804.jpg,an elderly woman is paying for her products.
198534816.jpg,a girl in a maroon uniform is swinging at a ball while a catcher in a blue uniform watches.
1989609.jpg,a man in a blue jumpsuit is holding a tool in his hand.
199413572.jpg,a woman is getting her nails done by a woman in a pink shirt.
1998255400.jpg,a dog drinking from a water fountain.
1999444757.jpg,a woman in a white shirt and black pants is holding a sword in a gymnasium.
2004326408.jpg,a woman in a skirt and a black hat is riding a bike.
200763637.jpg,two boys are riding a zip line.
200778628.jpg,a young boy in purple shorts is kicking a soccer ball in front of a picnic table.
2017276266.jpg,a dog jumps to catch a ring.
202029970.jpg,three hot air balloons are inflated.
20249851.jpg,a young boy sleeps in his car seat.
2034865941.jpg,a woman holding a baby and a toddler standing on a sidewalk.
2036080069.jpg,two women in uniform stand on a street.
203792206.jpg,a man is diving into a pool.
2039918946.jpg,a busy city street is covered in snow.
2040056561.jpg,a young girl in a purple snowsuit makes a snow angel.
2045443590.jpg,a man in a gray hoodie and white shorts is sitting on a bench with a tool in his
2045445292.jpg,two men in bright yellow shirts sawing a log.
2047543321.jpg,a man in a hard hat is standing on top of a pile of rubble.
205038743.jpg,a man in a yellow shirt is pulling a rope.
2050956538.jpg,a busy city street with people walking around.
2053683299.jpg,three young people are posing for a picture in a classroom.
2057991743.jpg,a man in a blue jumpsuit is kicking something.
2058124718.jpg,two gray dogs are playing with a duck toy.
2058472558.jpg,a young girl in a colorful dress runs in the sand.
2061781501.jpg,a man plays with a baby in a modern living room.
2063277300.jpg,three children are playing on a rug.
2066241589.jpg,a brown dog is chewing on a stick.
2066691122.jpg,a man vacuuming the grass in his yard.
2066986243.jpg,a doctor taking a patient ' s blood pressure.
2068403258.jpg,a group of boys are playing in the water under a bridge.
2068960566.jpg,a young boy is swinging on a swing set.
2071309418.jpg,two dogs are playing with each other.
207240631.jpg,a group of men playing basketball on a court.
2074146683.jpg,a woman in a white hat is holding a baby and a bag of money.
2076524082.jpg,a man is standing next to a red car.
2078311270.jpg,two women walking down the street.
207955925.jpg,two women are hugging and having drinks.
20804307.jpg,a man with a beard and a blue shirt is eating a hotdog.
208062991.jpg,a group of people are sitting and standing in front of a stone building.
2083778090.jpg,a man in a fur hat and black jacket in the snow.
2084103826.jpg,a black and white dog is running through the grass with a muzzle on his back.
208469029.jpg,a young girl is taking a picture of a young boy with a camera.
2085301572.jpg,a woman in a red skirt and a hat is walking by a stone wall.
2086534745.jpg,a yellow kayak is in the middle of a rapid white water river.
2089426086.jpg,a young girl in a winter coat holding a cake with candles.
2090723611.jpg,two dogs stand in the grass.
209080235.jpg,a man in a straw hat is cutting a coconut.
2092223894.jpg,two girls are jumping on a trampoline.
2092405046.jpg,a policeman is riding a motorcycle.
2092425006.jpg,a group of motorcycle riders are riding in a parking lot.
2094810449.jpg,a young boy in blue shorts and a black jacket is standing in the surf.
2095835659.jpg,two women are walking down the street.
2096771662.jpg,"two men are standing on a rocky beach, one is holding binoculars and the other is holding a drink"
2097398349.jpg,a man stands in the snow with his skis on.
2098174172.jpg,a man is standing in front of a mountain range.
2098915312.jpg,a coach talking to his team.
2101413509.jpg,a child in a red coat is looking at a store window.
2101426869.jpg,a young boy in a red shirt is standing in a field with a forest in the background.
2103568100.jpg,a white dog is wading through a river.
2103812912.jpg,a young boy in a yellow shirt is standing in front of a red wall.
2106679648.jpg,a man in a black jacket is reaching into a blue bucket.
210711305.jpg,a family walks along a path in the woods.
2113996953.jpg,a woman wearing a hat sits on the sidewalk with two baskets of bananas.
2115525592.jpg,a young girl is hugging a red stuffed animal.
2115631346.jpg,two brown dogs run through the snow.
2116381816.jpg,a man in a yellow shirt is standing in a doorway.
2119206841.jpg,a woman is holding a baby in a white and orange outfit.
2119283186.jpg,a group of young adults are playing a game of jenga.
2120309245.jpg,a woman in a white shirt is standing behind a counter with pastries and desserts.
21214696.jpg,two boys in a canoe with a man in a boat in the background.
2123858003.jpg,a man grilling meat and mushrooms on a grill.
2124926718.jpg,a large group of people are standing in a room.
2132881811.jpg,a man and a woman are playing instruments in front of a building.
213609234.jpg,two women and a man are walking across a street.
2139519215.jpg,a girl in a blue bikini top and pink flower print swim shorts runs by a pool.
213973239.jpg,a girl in a hat holds a rooster.
213980367.jpg,two little girls are playing with bubbles.
214168917.jpg,a woman in a white shirt is holding a baby while three adults look on.
214417276.jpg,a bride and groom are walking outside of a stone building.
214543992.jpg,a black and white dog is jumping up in the air to catch a ball.
214597976.jpg,a man in a blue hat is working on a watch.
2149434880.jpg,a man in a white jacket is jumping over a stream of water.
2149521096.jpg,a bearded man wearing a hat drives a car.
2150564996.jpg,a young boy in a white shirt and blue jeans is walking in a field.
215405524.jpg,a group of people are riding an escalator.
2155536271.jpg,a soccer game is played in a stadium.
2163780897.jpg,two people are riding a bus.
2164429357.jpg,a man in a blue shirt is using a computer while others look on.
2164591530.jpg,a man is kneeling next to a fire and putting something in it.
2165677531.jpg,a blue rally car is driving down a dirt road with a group of people watching.
2165724565.jpg,a woman in a blue shirt holds a baby.
2169951750.jpg,a brown dog running in the snow.
2172526745.jpg,a young boy is pouring water on a young girl ' s head.
2175184797.jpg,a woman is doing yoga on the beach at sunset.
217593609.jpg,a boy in a white karate uniform is jumping in the air with his arms raised.
218109620.jpg,two blond girls are eating with chopsticks.
2183877589.jpg,a white truck is driving down a highway.
218553496.jpg,a band is performing in a park.
218620913.jpg,a man in a brown shirt and white apron is standing in front of a market.
2187720319.jpg,a black dog jumps over hay bales.
2188599628.jpg,a man in a black jacket is pushing a boy in a green jacket.
2189627515.jpg,a man in a red shirt is being carried by a man in a black shirt on the beach.
2191566772.jpg,two women are standing on a sidewalk.
2191572962.jpg,three girls are playing in the snow on a car in the snow.
219301553.jpg,a group of people wading through a river.
2194806429.jpg,two women ride a tandem bicycle past a wall with a painting on it.
2199083344.jpg,a girl in a blue jacket is holding a pink bottle.
2201122447.jpg,three photographers are taking pictures in a building.
2201734906.jpg,a man and a woman are standing on a crosswalk.
2202625355.jpg,a boy in a red swim trunks is jumping into a lake while another boy in a red swim trunks
2203168780.jpg,a man with a goatee is sitting at a desk with a computer and a yellow piece of paper
2203224077.jpg,a girl is eating cereal out of a white bowl.
