image,caption
2973355135.jpg,Group of people canoeing down the lake.
2973355135.jpg,A boat turns right in an open river.
2973355135.jpg,Two people in a rowboat in a river.
2973638173.jpg,The young man catches some air while skateboarding.
2973638173.jpg,A skateboarder doing a maneuver in the air.
2973638173.jpg,A man jumps in the air on his skateboard.
2973638173.jpg,The skateboarder jumps into the air.
2973638173.jpg,A boy does a skateboard trick.
2975253472.jpg,"One man in a red shirt is falling, while another man in a blue shirt watches during a soccer game."
2975253472.jpg,A soccer player in red runs in front of one in blue.
2975253472.jpg,Two men are playing soccer on a grassy field.
2975253472.jpg,"Two men playing a game, running on a field."
2975253472.jpg,Men play in a soccer game.
2976155358.jpg,A young woman wearing a red shirt stands in a soccer goal and kicks a ball.
2976155358.jpg,A goalie in a red uniform kicks at the soccer ball to protect the goal.
2976155358.jpg,A female kicking a soccer ball while in front of a soccer goal.
2976155358.jpg,The young ladie takes a goalie kick during a soccer match.
2976155358.jpg,A soccer player in a red uniform just kicked a ball.
297724467.jpg,A dog shaking itself dry next to a blue Frisbee near to a body of water.
297724467.jpg,A dog shaking off water after playing in the water with a Frisbee.
297724467.jpg,A brown dog standing on a beach next to a blue Frisbee.
297724467.jpg,The brown dog is shaking itself off.
297724467.jpg,Wet dog shaking off water on beach
2977246776.jpg,A small child shows excitement on a swing set at the park
2977246776.jpg,The girl is being pushed on the swing by the woman.
2977246776.jpg,"A little girl swings, a woman stands behind her."
2977246776.jpg,A mom pushes her little girl on the swing.
2977246776.jpg,Woman stands behind young girl on swing set
2978040423.jpg,"A woman wearing a white shirt, tan pants, and boots is standing beside a vendor cart that contains various beverages."
2978040423.jpg,"Lady at the beach standing next to her ice cream cart, numerous people is lounging in the background."
2978040423.jpg,A treat vendor is standing in the sun while others sit in the shade under umbrellas.
2978040423.jpg,A black woman wearing a blue hat and white t-shirt is standing at a snow cone stand.
2978040423.jpg,Woman with a vending cart in the middle of a beach.
2978236380.jpg,An older man is playing a guitar and singing into a microphone.
2978236380.jpg,A man plays guitar and sings into a microphone.
2978236380.jpg,A man playing guitar sings into a microphone.
2978236380.jpg,Hawaiian man singing into a red microphone.
2978236380.jpg,The Hawaiian singer belts out a tune.
2979405398.jpg,A mother and her daughter are enjoying a ride in a strawberry at a theme park.
2979405398.jpg,A mother and daughter are on the strawberry cup ride at the fair.
2979405398.jpg,A woman and a child sitting in a huge strawberry.
2979405398.jpg,A woman and child in a strawberry amusement ride.
2979405398.jpg,A lady and a kid in a strawberry ride
29813421.jpg,A little boy wearing black and green shorts is digging in the sand with something colored orange.
29813421.jpg,A blond little boy with green and blue shorts is digging a hole in wet sand.
29813421.jpg,A young boy digs a whole on the beach.
29813421.jpg,A young blond boy plays in the sand.
29813421.jpg,A child is playing in the sand.
2981702521.jpg,"A crowd waits outside a subway train, ready to board."
2981702521.jpg,People wait as the subway pulls into a subway station
2981702521.jpg,People trackside at a subway station by a train.
2981702521.jpg,People standing in front of a subway train.
2981702521.jpg,Several people waiting to get on a train
2983555530.jpg,"A young football player in a muddy, yellow and blue uniform carrying a football with other muddy players run behind him."
2983555530.jpg,American footballers in yellow outfits are playing in a very muddy field.
2983555530.jpg,A football player folding a football during a game in the mud
2983555530.jpg,Football players playing in the mud.
2983555530.jpg,Football players playing in mud.
2984722428.jpg,A man is holding a bag of coca leaves over his should with one hand while smoking a cigarette with the other.
2984722428.jpg,A man standing outside in front of a field with a big yellow sack on his shoulder.
2984722428.jpg,"Man holding a big sack with something inside, on his shoulder."
2984722428.jpg,A man holds up a bag containing leaves from a harvest.
2984722428.jpg,Crop worker taking a smoke break.
2985439112.jpg,One stuntman jumps over another stuntman who is doing a back flip from a wall
2985439112.jpg,Boys do skateboarding maneuvers with an American flag in the background.
2985439112.jpg,A man jumps over another man doing a back flip.
2985439112.jpg,Two men doing some jumps outside.
2985439112.jpg,A man doing a back flip off a box
298611438.jpg,A young girl in a cute hat and pink sweater pushes a toy lawn mower in front of a bicycle.
298611438.jpg,A female toddler pushing a toy lawn mower.
298611438.jpg,A little girl pushing her toy lawn mower.
298611438.jpg,A kid is walking and he is pushing his toy
298611438.jpg,A toddler pushing a toy lawn mower.
2987142183.jpg,A middle-aged woman in a dark bathing suit and her middle-aged husband in an orange hat walk cozily along the beach.
2987142183.jpg,A secluded couple in swimwear strolls along the beach on a calm day.
2987142183.jpg,A couple walking the beach together probably remembering good times.
2987142183.jpg,An elderly couple are walking down a beach on a cloudy overcast day.
2987142183.jpg,A man and woman walking along a beach.
2988339083.jpg,"People talking, listening to their music waiting in a train station to get somewhere."
2988339083.jpg,A group of people are standing along a wall waiting for something.
2988339083.jpg,"People stand against a wall, one guy wears headphones."
2988339083.jpg,A group of people are waiting for a train to arrive.
2988339083.jpg,People waiting for the subway.
2989386106.jpg,A farmer in a blue jacket and boots is gathering stacks of hay into bundles.
2989386106.jpg,A happy man bundling stacks of hay on a clear fall day.
2989386106.jpg,A guy is making bundles of straw or bamboo in a field.
2989386106.jpg,A farmer bundles wheat into sheaves.
2989386106.jpg,Male gathering straw to make huts.
2990977776.jpg,A young boy wearing a black shirt and brown pants practices jumping over a low bar on a skateboard.
2990977776.jpg,A boy is doing a stunt with his skateboard.
2990977776.jpg,A boy jumping a rail on his skateboard.
2990977776.jpg,Boy doing tricks on a skateboard
2990977776.jpg,A boy skateboarding.
2991335410.jpg,A man wearing a red jacket and gray shirt is using a chisel on an object.
2991335410.jpg,An old man in a red sweatshirt chisels away at a rock sculpture.
2991335410.jpg,A stone worker is chiseling at a large piece of rock.
2991335410.jpg,A man in a flannel shirt is chiseling a rock.
2991335410.jpg,The artist chisels away at the large stone.
2993167197.jpg,A man on the Miami basketball team holds the ball getting ready to make a move while being blocked.
2993167197.jpg,The basketball player holds the ball and looks across the court.
2993167197.jpg,The man is wearing an orange uniform and holding a basketball.
2993167197.jpg,A basketball player looks for someone to pass the ball to.
2993167197.jpg,Basketball player holding the ball.
2993388841.jpg,"The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball."
2993388841.jpg,A basketball player in orange has the ball while another in blue tries to block him.
2993388841.jpg,The basketball player in blue is challenging the player in orange for the ball.
2993388841.jpg,A basketball player in orange is keeping the ball from a player in blue.
2993388841.jpg,Two teams compete in a basketball game.
2993856241.jpg,A man and his wife take a trip back in time at a masquerade party.
2993856241.jpg,A man and a woman in steampunk costumes posing for a picture.
2993856241.jpg,A man and a woman are dressed in unusual clothing.
2993856241.jpg,A couple are dressed in costumes.
2993856241.jpg,A couple dressed in odd costumes.
2994107810.jpg,The basketball player in the orange jersey is being guarded by the player in the blue jersey.
2994107810.jpg,The basketball player looks around the court as another player tries to block him.
2994107810.jpg,A basketball player wearing an orange uniform looks backwards.
2994107810.jpg,Two men from opposite teams playing basketball.
2994107810.jpg,Two men play basketball.
2994179598.jpg,The man's shirt is orange and has a United States flag patch on the shoulder.
2994179598.jpg,A man in a Miami basketball uniform looking to the right
2994179598.jpg,A Miami basketball player looks off in the distance.
2994179598.jpg,The Miami basketball player is looking.
