image,caption
3139055381.jpg,A woman mixing batter in a Pyrex measuring cup.
3143155555.jpg,Two babies are sitting close together while reaching for something.
3143155555.jpg,A toddler girl plays with another younger toddler girl.
3143155555.jpg,Two babies sitting on a playmat reaching for something
3143155555.jpg,Two young children sitting together playing.
3143155555.jpg,Two children sitting on the floor.
3152317129.jpg,"Two black children, one wearing a floatation device, play in a pool."
3152317129.jpg,A young child swimming in a pool wearing a blue life jacket
3152317129.jpg,A kid wearing a life jacket in a swimming pool.
3152317129.jpg,A young child in a pool wearing a life vest.
3152317129.jpg,Two boys in a swimming pool
3155601377.jpg,A very young child lies along a pillow in front of light brown bars.
3155601377.jpg,A toddler lays half on a mattress and half on the floor.
3155601377.jpg,An infant is sleeping just outside their sleeping area.
3155601377.jpg,A sleeping toddler has toppled out of his crib.
3155601377.jpg,A small child taking a nap on the floor.
3157745346.jpg,A bicyclist attempting to pay for a transportation ticket at a kiosk.
3157745346.jpg,A man wearing a helmet is standing in front of a machine.
3157745346.jpg,Man in bike helmet getting fare ticket out of machine.
3157745346.jpg,A man with a helmet is using an ATM.
3157745346.jpg,Man using an ATM with a helmet on.
3158097394.jpg,"Four people, three women and one male sitting at a bar talking and having drinks at a New Years gathering with more people in the background."
3158097394.jpg,Four people are engaged in conversation around a table at a New Year party.
3158097394.jpg,Three women and a man sitting at a table with a large pitcher of beer.
3158097394.jpg,Three women and a man are drinking beer at a table.
3158097394.jpg,A group of people talking and drinking beer.
315880837.jpg,"Three dogs, one holding a red Frisbee, standing in snow."
315880837.jpg,Three dogs play with a Frisbee in a snowy field.
315880837.jpg,Three dogs playing with a Frisbee in the snow.
315880837.jpg,Three dogs playing with a toy in the snow.
315880837.jpg,Three dogs are playing in the white snow.
3169016042.jpg,A blond child pours water from a yellow cup while sitting in a bathtub full of water.
3169016042.jpg,A blond headed little boy in a tub pouring water on himself with a yellow cup.
3169016042.jpg,"Young boy rinsing himself off, while taking a bath."
3169016042.jpg,A child is pouring water from a cup in the bathtub.
3169016042.jpg,Little boy playing in the bathtub.
3171066023.jpg,A person skis down a snowy and tree-filled hill.
3171066023.jpg,A skier is riding skis along a tree lined trail.
3171066023.jpg,A person skis through a forest of tall trees.
3171066023.jpg,A person skis down a forested hill.
3171066023.jpg,A downhill skier races near trees.
3171609109.jpg,"Four women are doing handstands on a basketball court, wearing blue and white shorts and a white tank top."
3171609109.jpg,Gymnasts wearing blue shorts and white shirts doing handstands on a basketball court.
3171609109.jpg,"Four women are standing on their hands on a gym floor, wearing the same outfits."
3171609109.jpg,Four women stand upside down on their hands on a basketball court.
3171609109.jpg,A small image used to signify a broken web image link
3175849727.jpg,An adult kicks up a cloud of snow on an orange sled.
3175849727.jpg,A man riding a red sled going fast down a snowy hill
3175849727.jpg,A sledder gets a face full of snow on a slope.
3175849727.jpg,A boy in a red sled is riding down the hill.
3175849727.jpg,A man is sledding on an orange slide.
3176498130.jpg,Several teenage boys are sitting in grocery carts in a parking lot.
3176498130.jpg,Four guys are sitting in shopping carts on a city rooftop
3176498130.jpg,Boys with bottles pose in shopping carts in urban area.
3176498130.jpg,Teenagers play in shopping carts of a rooftop.
3176498130.jpg,Four young males pose on shopping carts.
3178455909.jpg,A toddler wears a red holiday jumper while clutching three Pixar toys.
3178455909.jpg,A young girl dressed in red is playing with Toy Story action figures.
3178455909.jpg,A young girl in pajamas is playing with figures from Toy Story.
3178455909.jpg,Child in red during christmas looking at Toy Story toys.
3178455909.jpg,Toddler in red jumper plays with Toy Story figurines.
3179226630.jpg,A mall Santa and Mrs. Claus taking a picture with a customer's baby.
3179226630.jpg,A child getting a picture with people dressed as Mr. and Mrs. Clause.
3179226630.jpg,A young boy gets his photo taken with Mr. and Mrs. Clause.
3179226630.jpg,Santa and Mrs. Klaus are posing with one little child.
3179226630.jpg,A young child posing with Santa and Mrs. Claus.
3182509825.jpg,A young male swimmer in a crystal-clear blue lagoon holds up a large orange starfish.
3182509825.jpg,A man holds up an orange starfish while standing chest deep in the ocean.
3182509825.jpg,A young man in clear blue water holds up a large starfish.
3182509825.jpg,A man in the ocean holding up a large starfish.
3182509825.jpg,A man is in the ocean holding a star fish.
3185371756.jpg,A person in a blue sweatshirt is doing a back bend.
3185371756.jpg,A woman in blue bends over backwards on the street.
3185371756.jpg,A girl in a purple sweatshirt bends over backwards.
3185371756.jpg,A girl bending backwards holding her hat.
3185371756.jpg,A person bending backwards.
3185815131.jpg,A man with a brown shirt on is using a video camera.
3185815131.jpg,A man wearing a brown t-shirt holds a video camera.
3185815131.jpg,A musician holding a guitar videotapes some action.
3185815131.jpg,A man videotaping with a guitar on his shoulder.
3185815131.jpg,Musician makes a home movie.
3186668412.jpg,"A man in a black shirt displaying the text ""Enrolling Stones"" plays a keyboard."
3186668412.jpg,A man wearing a Enrolling Stones t-shirt plays on his Yamaha keyboard.
3186668412.jpg,The man in the black shirt is playing the electric keyboard.
3186668412.jpg,A black man playing a Yamaha keyboard.
3186668412.jpg,A man in a black shirt playing piano.
3187105570.jpg,The little boy with his big snowsuit is going down the snowy hill with his blue sled.
3187105570.jpg,A male child in a winter coat on a round blue sled in the snow.
3187105570.jpg,A happy small child is playing on a saucer in the snow
3187105570.jpg,A toddler enjoying the snow and sliding in his tub.
3187105570.jpg,A small child sliding down a snowy hill.
3193678492.jpg,Three men in bright clothing work on street with railroad tracks.
3193678492.jpg,Three men are working construction at night on a street.
3193678492.jpg,Construction workers doing work in the streets at night.
3193678492.jpg,Worker in an orange and white vest.
3193678492.jpg,A construction site at night.
3197482764.jpg,Two young ladies are sitting on a small be in skimpy dresses.
3197482764.jpg,Two young women sit on the edge of the bed all dressed up.
3197482764.jpg,Two girls are dressed up and sitting on a bed laughing.
3197482764.jpg,Two girls dressed to party sit on a bed laughing.
3197482764.jpg,Two woman in dresses smiling at the camera.
3201115507.jpg,A bearded man in a long-sleeve shirt is singing with a microphone.
3201115507.jpg,A man is holding a microphone while her performs with his band.
3201115507.jpg,A male singer holding the mike stand and singing in the mic.
3201115507.jpg,Lead singer stands in front of his band while performing.
3201115507.jpg,Man singing into microphone while band plays.
320199844.jpg,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.
320199844.jpg,Large old man dressed as Santa Claus singing in a mic with a guitar on the street.
320199844.jpg,A guitar player dressed as Santa Claus is getting ready with his mic.
320199844.jpg,A man dressed as Santa sitting on a chair playing a banjo.
320199844.jpg,Santa Clause singing a song and playing his guitar.
3204854864.jpg,A warmly dressed man stands with a carving station on the street in front of his rotisserie machine.
3204854864.jpg,A vendor cooking food there are two red gas cans with food lined up ready to sell.
3204854864.jpg,A smiling man in a dark puffy vest shows off a kebab.
3204854864.jpg,A man preparing food at a food stand.
3204854864.jpg,A man is cooking some food outside.
3209350613.jpg,Skateboard rider jumping high in the air on skateboard.
3209350613.jpg,A young man is jumping in the air with his skateboard.
3209350613.jpg,A skateboarder jumps into the air.
3209350613.jpg,A skateboarder performs a stunt.
3209350613.jpg,A guy skateboarding.
3209564153.jpg,A skier wearing a blue jacket and helmet is skiing down a hill.
3209564153.jpg,A man in a blue jacket with a helmet on skiing.
3209564153.jpg,A skier going goes down the mountain.
3209564153.jpg,A skier is coming down a hill.
3209564153.jpg,A person skiing down a hill.
3211316116.jpg,A surfer in a yellow shirt is riding a wave that is reflecting sunlight.
3211316116.jpg,The man is riding a large wave on a surfboard.
